original_title,original_artist,spotify_title,spotify_artist,album,release_date,popularity,duration_ms,explicit,album_cover,kmeans_cluster,dbscan_cluster
Reuben James,Kenny Rogers,Reuben James,Kenny Rogers,Ten Years Of Gold,1977,42,161933,False,https://i.scdn.co/image/ab67616d0000b273467c4bc5d8d8fcc14260be23,0,72
Rock Steady,Bad Company,Rock Steady - 2015 Remaster,Bad Company,Bad Company (Deluxe),1974,42,226013,False,https://i.scdn.co/image/ab67616d0000b2739adafd7f9d57380d1d0373af,1,73
Sporable,Winifred Phillips,Sporable,Winifred Phillips,Spore Hero (Original Soundtrack),2009,0,142866,False,https://i.scdn.co/image/ab67616d0000b2736345a1ec0d61f576943aa9b4,1,2
The Waiting,Zombina & The Skeletones,The Waiting,Zombina & The Skeletones,Death Valley High,2006,2,145520,False,https://i.scdn.co/image/ab67616d0000b2731902408912c74dfd146b6b3b,1,2
Grey Skies Turn Blue,MxPx,Grey Skies Turn Blue,MxPx,Panic,2005,24,184040,False,https://i.scdn.co/image/ab67616d0000b273c2ab5058f0ff399a12d56cc0,1,74
Wraparound Shades ,Zumpano,Wraparound Shades,Zumpano,Look What The Rookie Did,1995,1,228466,False,https://i.scdn.co/image/ab67616d0000b273937dd9e468df7c1f951fd9d8,1,2
The Earth Isn't Humming,Thrice,The Earth Isnt Humming,Thrice,The Alchemy Index: Vols 3 & 4 Air & Earth,2008,8,298720,False,https://i.scdn.co/image/ab67616d0000b273e979937c6629719edcfd9e86,1,75
Champion ,Davol,Champion,Davol,Nature Of The Beast,1992,0,264093,False,https://i.scdn.co/image/ab67616d0000b27359a1a33d471c80fb60c61d31,1,67
Year Zero,30 Seconds To Mars,Year Zero,Thirty Seconds To Mars,30 Seconds To Mars,2002,26,472333,False,https://i.scdn.co/image/ab67616d0000b27366eed0cb14c4a0523ff283bc,1,76
Satisfaction,Who Made Who,Satisfaction,WhoMadeWho,WhoMadeWho,2005,17,201600,False,https://i.scdn.co/image/ab67616d0000b2730d0d4ed1a6f1a93a14eee258,1,77
I Can't Help Myself,Tyrone Davis,I Can't Help Myself,Tyrone Davis,Call Tyrone,1999,3,277426,False,https://i.scdn.co/image/ab67616d0000b273ba6883531533f5b29f50a371,1,78
King Jesus Is My Captain,Birmingham Jubilee Singers,King Jesus Is My Captain,Birmingham Jubilee Singers,Birmingham Jubilee Singers Vol. 1 (1926-1927),1995,0,183223,False,https://i.scdn.co/image/ab67616d0000b27323bad5c949bf90f1c4cafc3a,1,2
I've Grown Accustomed To His Face I've Grown Accustomed To His Face,Shelby Flint,I've Grown Accustomed to His Face,Shelby Flint,Cast Your Fate To The Wind,1966,2,121266,False,https://i.scdn.co/image/ab67616d0000b273709e8b733634c735520bccfc,1,2
Profound Sound ,Ill Harmonics,Profound Sound - Take Two Album Version,Ill Harmonics,Take Two,2002,0,58986,False,https://i.scdn.co/image/ab67616d0000b273cd1f418c93e08f912a78f66a,1,2
She's My Mary,Lonnie Johnson,She's My Mary,Lonnie Johnson,Johnson's Blues,2020,0,175940,False,https://i.scdn.co/image/ab67616d0000b273438207328f6bf8788b0008cb,1,79
Livin' In a Strain,Alvin Youngblood Hart,Livin' In a Strain,Alvin Youngblood Hart,Big Mama'S Door,1996,3,231066,False,https://i.scdn.co/image/ab67616d0000b2738883eaab70301124329e3647,1,20
The Little White Cloud That Cried,The Knightsbridge Strings,The Little White Cloud That Cried,The Knightsbridge Strings,The Strings Sing,1959,0,132413,False,https://i.scdn.co/image/ab67616d0000b2733caed973486ff30707554773,1,2
Amor que terminó,Los Solitarios,Amor que terminó,Los Solitarios,25 Exitos,2013,23,179986,False,https://i.scdn.co/image/ab67616d0000b273e4d67bc168370e1fc6c0d425,1,80
Tell Me What I Want to Hear,The Dils,Tell Me What I Want To Hear,The Dils,Class War,2000,1,141866,False,https://i.scdn.co/image/ab67616d0000b273db66c212bd8f75b2e17037a2,1,2
Red Sky,Thrice,Red Sky,Thrice,Vheissu,2005,39,257746,False,https://i.scdn.co/image/ab67616d0000b2736bd2184d9f6250a26ae48f9f,1,75
Above The Rainbow,Flora Purim,Above The Rainbow,Flora Purim,Encounter,1977,5,208066,False,https://i.scdn.co/image/ab67616d0000b273a8d1f33becd7e52c95b07dd5,1,81
Strike While the Iron is Hot,Kenny Neal,Strike While The Iron Is Hot,Kenny Neal,Blues Fallin' Down Like Rain,1998,0,181200,False,https://i.scdn.co/image/ab67616d0000b27395a119c72f22fbe0d7bf0d9f,1,82
Shouther to Shouther ,Harry Lauder,Shouther to Shouther - 1917 recording,Harry Lauder,Oh! It's A Lovely War (Vol 4.1),2008,1,224626,False,https://i.scdn.co/image/ab67616d0000b2734e662d1efc99033cba122014,1,2
Prem,Joi,Roméo et Juliette: Premiers transports que nul n'oublie,Hector Berlioz,"""Diva, Divo""",2011,1,392573,False,https://i.scdn.co/image/ab67616d0000b273bf2b4d433fe79078d307fb21,1,83
Suicide,Aceyalone,Suicide (feat. Bionik),Aceyalone,Lightning Strikes,2007,1,170146,True,https://i.scdn.co/image/ab67616d0000b273d1f9e62f4c5f7a7b3dffcec5,1,84
Caribou Lou,Tech N9ne,Caribou Lou (Album Version (Explicit)),Tech N9ne,Everready,2006,58,271813,True,https://i.scdn.co/image/ab67616d0000b273223e3402f4b554263ec5fc9f,4,-1
El Vino Triste,Los Auténticos Decadentes,El Vino Triste,Los Auténticos Decadentes,El Vino Triste (feat. Raúl Lavié),2020,23,173888,False,https://i.scdn.co/image/ab67616d0000b273c19d01c98bf7c63d5ab6d4fc,1,85
Wishlist,Pearl Jam,Wishlist,Pearl Jam,Yield,1998,54,206586,False,https://i.scdn.co/image/ab67616d0000b273a53f06a45b489abe8f577134,1,86
Playboy,Teena Marie,Playboy - 12 Inch Remix,Teena Marie,Robbery (Expanded Edition),1983,3,349506,False,https://i.scdn.co/image/ab67616d0000b2731d3f530bccb22bf1fbf05e16,1,87
Jugglin' Clown,Christian Quast,Jugglin&#39; Clown,Christian Quast,Spank! It up,2006,0,487656,False,https://i.scdn.co/image/ab67616d0000b273570e2e17e2492b3dc67023f5,1,2
Groovitation ,Deodato,Groovitation,Deodato,Night Cruiser,1980,11,371333,False,https://i.scdn.co/image/ab67616d0000b27396f62f61492838ee38dcd2c9,1,88
Christmas All The Time ,Tom Cochrane,Christmas All The Time - Acoustic,Tom Cochrane,Images Of Christmas,2005,21,204253,False,https://i.scdn.co/image/ab67616d0000b273f86a7d1b163e819428e9ab59,1,89
Role Model,Steel Pulse,Role Model,Steel Pulse,Rage And Fury,2009,4,264000,False,https://i.scdn.co/image/ab67616d0000b273524532d65e5899db3e5f8dd4,3,38
Virtuosite Musette,Edouard Duleu,Virtuosite Musette - Polka,Edouard Duleu,Musette,1995,1,130066,False,https://i.scdn.co/image/ab67616d0000b27359e4763efc78965d83feb5a7,1,2
Since The Last Time,ARRESTED DEVELOPMENT,Since The Last Time,Arrested Development,2 In 1: Since the Last Time & Among the Trees,2006,16,220306,False,https://i.scdn.co/image/ab67616d0000b27385462094dde8a3b0bcd6c0db,1,90
Michelle ,Bela Fleck And The Flecktones,Michelle,Béla Fleck and the Flecktones,Flight Of The Cosmic Hippo,1991,15,309906,False,https://i.scdn.co/image/ab67616d0000b27309c6d4aa359f041ff1dce3b6,1,91
We´ve Only Just Begun,Bitty McLean,We've Only Just Begun,Bitty McLean,Natural High,1995,4,246466,False,https://i.scdn.co/image/ab67616d0000b273bf5bc008277bc3848742a78c,1,50
Porque Nos Queremos,Los Chichos,Porque Nos Queremos - Single Version,Los Chichos,Lo Mejor De Los Chichos,2013,39,213106,False,https://i.scdn.co/image/ab67616d0000b273bb158945d625cb51c35fae9a,1,92
Tell Me What I Want to Hear,The Dils,Tell Me What I Want To Hear,The Dils,Class War,2000,1,141866,False,https://i.scdn.co/image/ab67616d0000b273db66c212bd8f75b2e17037a2,1,2
Red Sky,Thrice,Red Sky,Thrice,Vheissu,2005,39,257746,False,https://i.scdn.co/image/ab67616d0000b2736bd2184d9f6250a26ae48f9f,1,75
Above The Rainbow,Flora Purim,Above The Rainbow,Flora Purim,Encounter,1977,5,208066,False,https://i.scdn.co/image/ab67616d0000b273a8d1f33becd7e52c95b07dd5,1,81
Strike While the Iron is Hot,Kenny Neal,Strike While The Iron Is Hot,Kenny Neal,Blues Fallin' Down Like Rain,1998,0,181200,False,https://i.scdn.co/image/ab67616d0000b27395a119c72f22fbe0d7bf0d9f,1,82
Shouther to Shouther ,Harry Lauder,Shouther to Shouther - 1917 recording,Harry Lauder,Oh! It's A Lovely War (Vol 4.1),2008,1,224626,False,https://i.scdn.co/image/ab67616d0000b2734e662d1efc99033cba122014,1,2
Prem,Joi,Roméo et Juliette: Premiers transports que nul n'oublie,Hector Berlioz,"""Diva, Divo""",2011,1,392573,False,https://i.scdn.co/image/ab67616d0000b273bf2b4d433fe79078d307fb21,1,83
Suicide,Aceyalone,Suicide (feat. Bionik),Aceyalone,Lightning Strikes,2007,1,170146,True,https://i.scdn.co/image/ab67616d0000b273d1f9e62f4c5f7a7b3dffcec5,1,84
Caribou Lou,Tech N9ne,Caribou Lou (Album Version (Explicit)),Tech N9ne,Everready,2006,58,271813,True,https://i.scdn.co/image/ab67616d0000b273223e3402f4b554263ec5fc9f,4,-1
El Vino Triste,Los Auténticos Decadentes,El Vino Triste,Los Auténticos Decadentes,El Vino Triste (feat. Raúl Lavié),2020,23,173888,False,https://i.scdn.co/image/ab67616d0000b273c19d01c98bf7c63d5ab6d4fc,1,85
Wishlist,Pearl Jam,Wishlist,Pearl Jam,Yield,1998,54,206586,False,https://i.scdn.co/image/ab67616d0000b273a53f06a45b489abe8f577134,1,86
Playboy,Teena Marie,Playboy - 12 Inch Remix,Teena Marie,Robbery (Expanded Edition),1983,3,349506,False,https://i.scdn.co/image/ab67616d0000b2731d3f530bccb22bf1fbf05e16,1,87
Jugglin' Clown,Christian Quast,Jugglin&#39; Clown,Christian Quast,Spank! It up,2006,0,487656,False,https://i.scdn.co/image/ab67616d0000b273570e2e17e2492b3dc67023f5,1,2
Groovitation ,Deodato,Groovitation,Deodato,Night Cruiser,1980,11,371333,False,https://i.scdn.co/image/ab67616d0000b27396f62f61492838ee38dcd2c9,1,88
Christmas All The Time ,Tom Cochrane,Christmas All The Time - Acoustic,Tom Cochrane,Images Of Christmas,2005,21,204253,False,https://i.scdn.co/image/ab67616d0000b273f86a7d1b163e819428e9ab59,1,89
Role Model,Steel Pulse,Role Model,Steel Pulse,Rage And Fury,2009,4,264000,False,https://i.scdn.co/image/ab67616d0000b273524532d65e5899db3e5f8dd4,3,38
Virtuosite Musette,Edouard Duleu,Virtuosite Musette - Polka,Edouard Duleu,Musette,1995,1,130066,False,https://i.scdn.co/image/ab67616d0000b27359e4763efc78965d83feb5a7,1,2
Since The Last Time,ARRESTED DEVELOPMENT,Since The Last Time,Arrested Development,2 In 1: Since the Last Time & Among the Trees,2006,16,220306,False,https://i.scdn.co/image/ab67616d0000b27385462094dde8a3b0bcd6c0db,1,90
Michelle ,Bela Fleck And The Flecktones,Michelle,Béla Fleck and the Flecktones,Flight Of The Cosmic Hippo,1991,15,309906,False,https://i.scdn.co/image/ab67616d0000b27309c6d4aa359f041ff1dce3b6,1,91
We´ve Only Just Begun,Bitty McLean,We've Only Just Begun,Bitty McLean,Natural High,1995,4,246466,False,https://i.scdn.co/image/ab67616d0000b273bf5bc008277bc3848742a78c,1,50
Porque Nos Queremos,Los Chichos,Porque Nos Queremos - Single Version,Los Chichos,Lo Mejor De Los Chichos,2013,39,213106,False,https://i.scdn.co/image/ab67616d0000b273bb158945d625cb51c35fae9a,1,92
Frei zu sein,In Extremo,Frei zu sein,In Extremo,Sängerkrieg,2008,47,215453,False,https://i.scdn.co/image/ab67616d0000b273cbcfa0249408af884109bf5a,1,93
Grown & Sexy,DJ Omega,Grown & Sexy,DJ Omega,My Ghetto Passport,2008,16,204387,False,https://i.scdn.co/image/ab67616d0000b2739824e429d4a156d49228383c,1,94
Epaule tattoo ,Étienne Daho,Épaule tattoo - 2006 Remaster,Étienne Daho,Pop Satori (2006 Remaster),1986,31,282440,False,https://i.scdn.co/image/ab67616d0000b2739a94b5de14d1a1d45c0e0a73,1,95
Goons Lurkin ,Plies,Goons Lurkin,Plies,The Real Testament,2007,27,231640,True,https://i.scdn.co/image/ab67616d0000b2732d9f3326c45a2733eea2164f,4,96
Wolf In Sheep's Clothing,Jeff And Sheri Easter,Wolf In Sheep's Clothing,Jeff & Sheri Easter,"My, Oh My!",2006,0,170373,False,https://i.scdn.co/image/ab67616d0000b273a61884a77b585fd497ccc42a,1,97
Pussy Hole,DJ Nasty,Pussy Hole,DJ Nasty,Cherry Popper,2004,1,194413,True,https://i.scdn.co/image/ab67616d0000b273d580b23de7330641a30b36a1,1,98
El Cumbanchero,Günter Noris,El Cumbanchero,Günter Noris,Millennium-Tanzparty,1987,19,156640,False,https://i.scdn.co/image/ab67616d0000b27363bfa9699c193ab8089bca43,1,10
El divertido,Orquesta Sublime,El Divertido,Orquesta La Sublime,Orquesta La Sublime,2012,0,171960,False,https://i.scdn.co/image/ab67616d0000b273b29b193d1f47ec933925c3e6,1,65
Blackwood Moth,Milieu,Blackwood Moth,Milieu,Remodelled,2007,2,371866,False,https://i.scdn.co/image/ab67616d0000b2730d3ed9dd4b8b1abeca6c6e6b,1,2
Dreaming Of April,Out Of The Grey,Dreaming Of April,Out Of The Grey,Gravity,1995,2,225906,False,https://i.scdn.co/image/ab67616d0000b273e125524684575c6088a8a71e,1,99
New Sensation,Snow Patrol,New Sensation,Snow Patrol,Late Night Tales: Snow Patrol,2009,16,214932,False,https://i.scdn.co/image/ab67616d0000b2734b0a4e46efcbf6c484399ab1,1,45
For The Good Times,Dart,For The Good Times,Dart,Don't Let The Bastards Get You Down,2003,0,340533,False,https://i.scdn.co/image/ab67616d0000b273cce4c1cb1d818c047972c23c,1,2
Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,Pelle Carlberg,Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,Pelle Carlberg,In a Nutshell,2007,10,248333,False,https://i.scdn.co/image/ab67616d0000b273506e188927066bc74f28f978,1,2
Never Alone,Open Hand,Never Alone,Open Hand,The Dream,2003,2,487053,False,https://i.scdn.co/image/ab67616d0000b2733fffb5ec4c047a4ee5b578d4,1,2
Chatterbox,Sex Pistols,Chatterbox,Sex Pistols,The Sex Pistols,2010,19,111080,False,https://i.scdn.co/image/ab67616d0000b27343b0d8687973e88c8a7b8202,1,100
Sporco Ma Distinto,Ennio Morricone,Sporco Ma Distinto,Ennio Morricone,Le Ruffian,1983,1,119053,False,https://i.scdn.co/image/ab67616d0000b2731eaaf45bbf1fb33343d28b05,2,101
Elle Et Moi,Koffi Olomide,Elle Et Moi,Koffi Olomide,Tcha Tcho,1990,19,293266,False,https://i.scdn.co/image/ab67616d0000b273c22fe28f87694ec7e239707e,1,9
Columbus Stockade Blues,Charlie McCoy,Columbus Stockade Blues,Charlie McCoy,Harpin' The Blues,1975,5,197800,False,https://i.scdn.co/image/ab67616d0000b2733f67ff7c0e807b3f959d962b,1,2
Damn That Radio [Live],The Wreckers,Damn That Radio - Live,The Wreckers,Way Back Home: Live From New York City,2007,6,211600,False,https://i.scdn.co/image/ab67616d0000b2731c1f03f2ca024ba6cb269223,1,102
Camisa Amarela,Gal Costa,Camisa Amarela,Gal Costa,Aquarela Do Brasil,1980,25,171866,False,https://i.scdn.co/image/ab67616d0000b2730c12026d18ee71048777c449,1,103
Style,Enuff Z Nuff,Style,Enuff Z'Nuff,Tweaked,1994,1,182160,False,https://i.scdn.co/image/ab67616d0000b2739d85ab240466adc88f0193df,1,104
It's My Party,Lesley Gore,It's My Party,Lesley Gore,I'll Cry If I Want To,1963,62,140000,False,https://i.scdn.co/image/ab67616d0000b273b71c2bb954c78c4a605a095a,1,-1
Keep The Circle Around,Inspiral Carpets,Keep the Circle Around,Inspiral Carpets,Cool As,1990,15,230000,False,https://i.scdn.co/image/ab67616d0000b2732207ac2100dc1755e2f08868,1,105
Wot U Say,Various Production,Wot U Say,Various Production,Maskmen,2008,0,192000,False,https://i.scdn.co/image/ab67616d0000b27359f5b28ac29eea2c0e0524c8,1,2
Xiang Zai Le Huo,Eason Chan,幸災樂禍,Eason Chan,Get A Life (Live),2006,9,221813,False,https://i.scdn.co/image/ab67616d0000b27328114fe23dca726ef86d6dc6,1,106
Birth Of The Falls,Stephen Warbeck,Birth Of The Falls,Stephen Warbeck,Dreamkeeper (Original Television Soundtrack),2003,0,123626,False,https://i.scdn.co/image/ab67616d0000b27317cadfa8e9b034af033f2b40,1,107
What'll I Do For Satisfaction ,Johnny Daye,What'll I Do For Satisfaction,Johnny Daye,Stax-Volt: The Complete Singles 1959-1968,1991,8,176906,False,https://i.scdn.co/image/ab67616d0000b273165ce4e9204e41d651b3f651,1,2
For Me This Is Happy,Gene Pitney,For Me This Is Happy,Gene Pitney,The Country Side Of Gene Pitney,2005,0,146653,False,https://i.scdn.co/image/ab67616d0000b2733ce03b493e0971ff6ac87c69,1,-1
Ithaki,Peggy Zina,Ithaki,Peggy Zina,Best Of +,2008,1,176355,False,https://i.scdn.co/image/ab67616d0000b273ea7e12ee952fe14be36dac13,1,108
Guilty Partner,New Order,Guilty Partner - 2015 Remaster,New Order,Technique,1989,28,286733,False,https://i.scdn.co/image/ab67616d0000b2735ac2c6a71a5882025e438424,1,-1
Delilah,The Sensational Alex Harvey Band,Delilah,The Sensational Alex Harvey Band,British Tour '76,2004,20,312333,False,https://i.scdn.co/image/ab67616d0000b27392b235b2938d88d4bf8b0368,1,71
La Rosa ,Bobby Pulido,La Rosa,Bobby Pulido,Enséñame,1996,46,184920,False,https://i.scdn.co/image/ab67616d0000b27312bf519abbd31f2d5004c6e6,1,109
Our Lady Of Fatima,Kitty Kallen,Our Lady of Fatima (Original Mix),Kitty Kallen,1130 PM,2018,0,167523,False,https://i.scdn.co/image/ab67616d0000b273f42879f5e1cae6542db921c3,1,2
Syvä meri ,Kari Tapio,Syvä meri,Kari Tapio,Suuret suomalaiset / 80 klassikkoa,2016,0,161360,False,https://i.scdn.co/image/ab67616d0000b2739e3594a40810fbaa6eb951bd,1,110
I Got A Seecret,Redman,I Got A Seecret,Redman,Doc's Da Name 2000,1998,17,209600,True,https://i.scdn.co/image/ab67616d0000b2739117f7bf985e64751ed978d5,1,111
Te Miattad Változott Meg Az Életem,Belami,Te Miattad Változott Meg Az Életem,Belami,Hiába Kerestelek,2007,0,237213,False,https://i.scdn.co/image/ab67616d0000b273d9b89c4530ad8611f0bcbb9f,1,2
Banda Yango,Tshala Muana,Banda Yango,Tshala Muana,Mutuashi,1996,7,390626,False,https://i.scdn.co/image/ab67616d0000b27381e256a0cbd8a3c90ad43577,1,9
Song For Love,Extreme,Song For Love,Extreme,Extreme II - Pornograffitti,1990,31,355600,False,https://i.scdn.co/image/ab67616d0000b273fb16b9b69eb891027654bcb1,1,112
Nachts um halb drei,Janina,Nachts Um Halb Drei,Janina,Yeah Yeah,2010,0,190426,False,https://i.scdn.co/image/ab67616d0000b273e88a8aba444f5c07b905a680,1,2
Iron Man,Mat Maneri,Iron Man,Mat Maneri,Trinity,2001,0,193333,False,https://i.scdn.co/image/ab67616d0000b2738cb1148df6f1e7259b937112,1,2
I Constantly Thank God For Esteban [Live In Chicago],Panic At The Disco,"I Constantly Thank God for Esteban - Live at Congress Theater, Chicago, IL, 2008",Panic! At The Disco,Live in Chicago,2008,24,253240,False,https://i.scdn.co/image/ab67616d0000b27394cb969ec9cde5db08da3f7d,1,113
000GrandPno,Pumpkin Buzzard,000grandpno,Pumpkin Buzzard,Perfect Dragon,2009,0,46053,False,https://i.scdn.co/image/ab67616d0000b273e2416cbf45777a0e1ed75f7b,1,2
Pai Keros,Christos Dantis,Pai Keros,Christos Dantis,Christos Dantis Best,1984,4,248693,False,https://i.scdn.co/image/ab67616d0000b273a9d1f7b8eb23c0e287a88480,1,108
Tuesday Afternoon,The Moody Blues,Tuesday Afternoon (Forever Afternoon),The Moody Blues,Nights In White Satin,2017,47,249004,False,https://i.scdn.co/image/ab67616d0000b2730f04fb31adf430679b9301d6,1,-1
As We Lay,Fiona,As We Lay,Fiona,Sweet Love Vol. 5,2010,0,228680,False,https://i.scdn.co/image/ab67616d0000b273277076eb06fecaa2a739301a,1,2
Forever You Reign ,Nicole C. Mullen,Forever You Reign,Nicole C. Mullen,Nicole C. Mullen: Ultimate Hits,2009,3,240626,False,https://i.scdn.co/image/ab67616d0000b2732eababcf65b417c0041b302f,1,114
Tema Da Desilusão ,Orquestra,"Tema Da Desilusão - Trilha Sonora Do Filme ""Garota De Ipanema""",Orquestra Da Trilha Sonora Do Filme Garota De Ipanema,"Trilha Sonora Do Filme ""Garota De Ipanema""",1967,3,87533,False,https://i.scdn.co/image/ab67616d0000b273c96939e50a760737df6ff087,1,2
The Anthem,Hatiras,The Anthem,Hatiras,Arrival,2006,0,327306,False,https://i.scdn.co/image/ab67616d0000b2735962d9f17aa45dfe83b22add,1,2
Disco Trafiko,Trafik,Disco Trafiko,Trafik,Bullet,2004,0,265760,False,https://i.scdn.co/image/ab67616d0000b273c3aab7cf3ef1d582e4bb1991,1,2
Rant Kanaria,Jope Ruonansuu,Rant Kanaria,Jope Ruonansuu,Kunnioittaen-Yhden Miehen Tribuutti,2009,0,211640,False,https://i.scdn.co/image/ab67616d0000b2734cbdbeee9b493843ad1d9361,1,115
Clavelitos,Joselito,Clavelitos,Joselito,La Voz De Oro,2001,29,159760,False,https://i.scdn.co/image/ab67616d0000b273cbe727e74a33e379e05f0b3c,1,2
Tomorrows Girls ,UK Subs,Tomorrows Girls,U.K. Subs,Another Kind of Blues,1979,26,143773,False,https://i.scdn.co/image/ab67616d0000b27308b7bf478ed105e2de61eaf0,1,44
O Dikos Sou DJ,Imiskoubria,O Dikos Sou DJ,Imiskoubria,Ginekologies,2004,6,208453,False,https://i.scdn.co/image/ab67616d0000b273154ef10683f84c4bf8e0e740,1,2
Little Brother,Grizzly Bear,Little Brother,Grizzly Bear,Yellow House,2006,23,384680,False,https://i.scdn.co/image/ab67616d0000b273cd16bb3f61dab4a7b54fb4b7,1,116
Polly,Nirvana,Polly,Nirvana,Nevermind (Remastered),1991,59,173853,False,https://i.scdn.co/image/ab67616d0000b273fbc71c99f9c1296c56dd51b6,1,117
Ol' Frank,George Jones,Ol' Frank,George Jones,Wine Colored Roses,1986,8,166493,False,https://i.scdn.co/image/ab67616d0000b27360a9b4deae22e011e5094e1e,0,118
Be Aware,SOJA,Be Aware,SOJA,Get Wiser,2006,22,250802,False,https://i.scdn.co/image/ab67616d0000b273a4869e400117a7a5dc2a2fbc,1,119
The Chance,Julie Roberts,The Chance,Julie Roberts,Julie Roberts,2004,15,287520,False,https://i.scdn.co/image/ab67616d0000b273704f3cc20f63b44f80298d5d,1,102
Abbeville Fair,Seatrain,Abbeville Fair,Seatrain,Watch,1973,1,294480,False,https://i.scdn.co/image/ab67616d0000b27322d12b77bfd725243a1c35c9,1,2
My Life Is Totally Boring Without You,Cracker,My Life Is Totally Boring Without You,Cracker,Gentleman's Blues,1998,3,197706,False,https://i.scdn.co/image/ab67616d0000b2732f89d9895b7834d12858bfec,1,120
